# IPA pronunciations, derived from CMUdict.
#
# SOURCE: github.com/cmusphinx/cmudict — public domain (BSD-style, no
# restriction on use). General American.
#
# Converted from ARPABET by services/arpabet.py. The conversion is
# mechanical except for syllable stress: IPA marks the start of the
# stressed syllable while ARPABET marks the stressed vowel, so the
# boundary is worked out with the maximal onset principle. Marking the
# vowel instead would give /sɛˈʃən/ for 'session'.
#
# Only the first pronunciation of each word is kept. CMUdict lists
# alternatives as 'record(2)'; a learner needs one, not a survey.
#
# This closes the gap WordNet leaves: it has definitions but no
# phonetics, and the online dictionary was the only source of IPA.
word,ipa
potatoe,pəˈteɪˌtoʊ
potatoes,pəˈteɪtoʊz
potbaryoskin,ˌpɑtbɑɹˈjɔskən
potboiler,ˌpɑˈbɔɪlɚ
potboilers,ˌpɑˈbɔɪlɚz
pote,poʊt
poteat,poʊˈtit
poteet,ˈpɑtit
poteete,ˈpɑtit
potemkin,pəˈtɛmkɪn
potempa,poʊˈtɛmpə
poten,ˈpoʊtən
potency,ˈpoʊtənsi
potent,ˈpoʊtənt
potentate,ˈpoʊtənˌteɪt
potentates,ˈpoʊtənˌteɪts
potential,pəˈtɛnʃəl
potentially,pəˈtɛnʃəli
potentials,pəˈtɛnʃəlz
potenza,poʊˈtɛnzə
poth,pɑθ
pothier,ˈpoʊθiɚ
pothitos,pəˈθitoʊs
pothole,ˈpɑtˌhoʊl
potholed,ˈpɑtˌhoʊld
potholes,ˈpɑtˌhoʊlz
potier,ˈpoʊtiɚ
potiker,ˈpoʊtɪkɚ
potion,ˈpoʊʃən
potions,ˈpoʊʃənz
potlatch,ˈpɑtˌlætʃ
potluck,ˈpɑtˌlʌk
potocki,pəˈtoʊtski
potomac,pəˈtoʊmək
potpie,ˈpɑtˌpaɪ
potpies,ˈpɑtˌpaɪz
potpourri,ˌpoʊpʊˈɹi
potpourris,ˌpoʊpʊˈɹiz
potratz,ˈpɑtɹəts
pots,pɑts
potsdam,ˈpɑtsˌdæm
potshot,ˈpɑˌʃɑt
potshots,ˈpɑˌtʃɑts
pott,pɑt
pottage,ˈpɑtədʒ
pottebaum,ˈpɑtbaʊm
potted,ˈpɑtɪd
potteiger,ˈpɑtaɪɡɚ
pottenger,ˈpɑtɪndʒɚ
potter,ˈpɑtɚ
potter's,ˈpɑtɚz
potters,ˈpɑtɚz
pottery,ˈpɑtɚi
potthast,ˈpɑθəst
potthoff,ˈpɑtˌhɔf
potthurst,ˈpɑthɚst
pottinger,ˈpɑtɪŋɚ
pottle,ˈpɑtəl
pottorff,ˈpɑtɚf
potts,pɑts
potty,ˈpɑti
potucek,ˈpɑtətʃɛk
potvin,ˈpɑtvɪn
pou,pu
pouch,paʊtʃ
poucher,ˈpaʊtʃɚ
pouches,ˈpaʊtʃəz
poudrier,ˈpaʊdɚiɚ
pough,paʊ
poughkeepsie,pəˈkɪpsi
poughkeepsie's,pəˈkɪpsiz
poul,pul
poulenc,ˈpuləŋk
poulenc's,ˈpuləŋks
poulin,puˈlæn
pouliot,ˈpulioʊ
poulos,ˈpuləs
poulsen,ˈpaʊlsən
poulson,ˈpaʊlsən
poulter,ˈpoʊltɚ
poultice,ˈpoʊltəs
poultices,ˈpoʊltəsɪz
poulton,ˈpaʊltən
poultry,ˈpoʊltɹi
pounce,paʊns
pounced,paʊnst
pouncey,ˈpaʊnsi
pouncing,ˈpaʊnsɪŋ
pouncy,puŋˈki
pound,paʊnd
pound's,paʊndz
poundage,ˈpaʊndɪdʒ
pounded,ˈpaʊndɪd
pounder,ˈpaʊndɚ
pounders,ˈpaʊndɚz
pounding,ˈpaʊndɪŋ
pounds,paʊndz
poundstone,ˈpaʊndˌstoʊn
poupard,ˈpupɚd
pour,pɔɹ
pourciau,ˈpɔɹsioʊ
poured,pɔɹd
pouring,ˈpɔɹɪŋ
pours,pɔɹz
poussaint,ˌpuˈsɑnt
poussant,ˈpusənt
poussin,ˈpusɪn
pousson,ˌpuˈsɑn
poust,paʊst
pout,paʊt
pouted,ˈpaʊtɪd
pouter,ˈpaʊtɚ
pouting,ˈpaʊtɪŋ
poutre,ˈpaʊtɚ
pouts,paʊts
pouty,ˈpaʊti
poveromo,ˌpoʊvɛˈɹoʊmoʊ
poverty,ˈpɑvɚti
povich,ˈpoʊvɪtʃ
povich's,ˈpoʊvɪtʃɪz
pow,paʊ
powalsky,poʊˈælski
powder,ˈpaʊdɚ
powdered,ˈpaʊdɚd
powdering,ˈpaʊdɚɪŋ
powderly,ˈpaʊdɚli
powders,ˈpaʊdɚz
powdery,ˈpaʊdɚi
powe,paʊ
powell,ˈpaʊəl
powell's,ˈpoʊɪlz
powelson,ˈpaʊəlsən
power,ˈpaʊɚ
power's,ˈpaʊɚz
powerball,ˈpaʊɚˌbɔl
powerboat,ˈpaʊɚˌboʊt
powerbook,ˈpaʊɚˌbʊk
powercise,ˈpaʊɹˌsaɪz
powered,ˈpaʊɚd
powerful,ˈpaʊɚfəl
powerfully,ˈpaʊɚfli
powergen,ˈpaʊɚˌdʒɛn
powerhouse,ˈpaʊɚˌhaʊs
powerhouses,ˈpaʊɚˌhaʊsɪz
powering,ˈpaʊɚɪŋ
powerless,ˈpaʊɚləs
powerlessness,ˈpaʊɚləsnəs
powerpc,ˈpaʊɚˈpiˈsi
powerpcs,ˈpaʊɚˈpiˈsiz
powerpcs',ˈpaʊɚˈpiˈsiz
powerpoint,ˈpaʊɚˌpɔɪnt
powerpoints,ˈpaʊɚˌpɔɪnts
powers,ˈpaʊɚz
powers',ˈpaʊɚz
powersoft,ˈpaʊɚˌsɑft
powertrain,ˈpaʊɹtˌɹeɪn
powis,ˈpaʊɪs
powles,ˈpaʊəlz
powless,ˈpaʊlɪs
powley,ˈpaʊli
pownall,ˈpaʊnəl
pows,poʊz
powter,ˈpaʊtɚ
powwow,ˈpaʊˌwaʊ
powwows,ˈpaʊˌwaʊz
pox,pɑks
poyer,ˈpɔɪɚ
poyner,ˈpɔɪnɚ
poynor,ˈpɔɪnɚ
poynter,ˈpɔɪntɚ
poynton,ˈpɔɪnˌtʌn
poyser,ˈpɔɪsɚ
poythress,ˈpɔɪθɹɪs
poznan,ˈpɑznən
poznanski,pəzˈnænski
pozner,ˈpɑznɚ
pozniak,ˈpɑzniæk
poznikov,ˈpɑznɪˌkɑv
pozo,ˈpoʊzoʊ
pozos,ˈpoʊzoʊs
pozzi,ˈpɑzi
ppm,ˈpiˈpiˈɛm
pr,ˈpiˈɑɹ
prab,pɹæb
pracht,pɹækt
practicable,ˈpɹæktəkəbəl
practical,ˈpɹæktəkəl
practicality,ˌpɹæktɪˈkæləti
practically,ˈpɹæktɪkli
practice,ˈpɹæktəs
practiced,ˈpɹæktəst
practices,ˈpɹæktəsəz
practicing,ˈpɹæktəsɪŋ
practise,ˈpɹæktɪs
practised,ˈpɹæktɪst
practises,ˈpɹæktɪsɪz
practitioner,pɹækˈtɪʃənɚ
practitioners,pɹækˈtɪʃənɚz
prada,ˈpɹɑdə
pradesh,pɹəˈdɛʃ
pradetto,pɹəˈdɛtoʊ
prado,ˈpɹɑdoʊ
praeger,ˈpɹeɪɡɚ
praetor,ˈpɹitɚ
praetorian,pɹiˈtɔɹiən
prager,ˈpɹeɪɡɚ
pragma,ˈpɹæɡmə
pragmatic,pɹæɡˈmætɪk
pragmatically,pɹæɡˈmætɪkəli
pragmatism,ˈpɹæɡməˌtɪzəm
pragmatist,ˈpɹæɡmətɪst
pragmatists,ˈpɹæɡmətɪsts
prague,pɹɑɡ
prague's,pɹɑɡz
prahl,pɹɑl
prairie,ˈpɹɛɹi
prairie's,ˈpɹɛɹiz
prairies,ˈpɹeɪɹiz
praise,pɹeɪz
praised,pɹeɪzd
praises,ˈpɹeɪzəz
praiseworthy,ˈpɹeɪzˌwɝði
praising,ˈpɹeɪzɪŋ
prakash,pɹɑˈkɑʃ
prall,pɹɔl
pralle,pɹeɪl
pran,pɹɑn
prance,pɹæns
prancer,ˈpɹænsɚ
prances,ˈpɹænsɪz
prancing,ˈpɹænsɪŋ
prange,pɹeɪndʒ
pranger,ˈpɹeɪndʒɚ
prank,pɹæŋk
pranks,pɹæŋks
prankster,ˈpɹæŋkstɚ
pranksters,ˈpɹæŋkstɚz
prapas,ˈpɹɑpəs
prasad,ˈpɹæsəd
prasek,ˈpɹɑsɛk
prashant,ˌpɹɑˈʃɑnt
pratap,ˈpɹɑtəp
prater,ˈpɹeɪtɚ
pratfall,ˈpɹætˌfɔl
pratfalls,ˈpɹætˌfɔlz
prather,ˈpɹæðɚ
prato,ˈpɹɑtoʊ
prats,pɹæts
pratt,pɹæt
pratt's,pɹæts
pratte,pɹæt
prattle,ˈpɹætəl
prattled,ˈpɹætəld
prattles,ˈpɹætəlz
prattling,ˈpɹætlɪŋ
prattville,ˈpɹætvɪl
praun,pɹɔn
prause,pɹɔz
pravda,ˈpɹævdə
pravda's,ˈpɹævdəz
prawn,pɹɔn
prawns,pɹɔnz
praxair,ˈpɹækˈsɛɹ
praxis,ˈpɹæksɪs
pray,pɹeɪ
prayed,pɹeɪd
prayer,pɹɛɹ
prayerful,ˈpɹɛɹfəl
prayers,pɹɛɹz
praying,ˈpɹeɪɪŋ
prays,pɹeɪz
praytor,ˈpɹeɪtɚ
prazak,ˈpɹɑzək
prchal,pɚˈʃæl
pre,pɹi
pre-emptive,ˌpɹiˈɛmptɪv
pre-season,ˌpɹiˈsizən
preach,pɹitʃ
preached,pɹitʃt
preacher,ˈpɹitʃɚ
preacher's,ˈpɹitʃɚz
preachers,ˈpɹitʃɚz
preaches,ˈpɹitʃɪz
preaching,ˈpɹitʃɪŋ
preachy,ˈpɹitʃi
preadolescence,ˌpɹiædəˈlɛsɪs
preadolescent,ˌpɹiædəˈlɛsɪnt
preakness,ˈpɹiknəs
preamble,pɹiˈæmbəl
prearrange,ˌpɹiɚˈeɪndʒ
prearranged,ˌpɹiɚˈeɪndʒd
prearranges,ˌpɹiɚˈeɪndʒəz
prearranging,ˌpɹiɚˈeɪndʒɪŋ
preas,pɹiz
prebble,ˈpɹɛbəl
prebe,pɹib
prebiotic,ˌpɹiˌbaɪˈɔtɪk
preble,ˈpɹɛbəl
prebon,ˈpɹibɑn
precambrian,pɹiˈkæmbɹiən
precancerous,pɹiˈkænsɚəs
precarious,pɹiˈkɛɹiəs
precariously,pɹɪˈkɛɹiəsli
precast,pɹiˈkæst
precaution,pɹiˈkɔʃən
precautionary,pɹɪˈkɔʃənɛɹi
precautions,pɹiˈkɔʃənz
precede,pɹɪˈsid
preceded,pɹɪˈsidɪd
precedence,ˈpɹɛsədəns
precedent,ˈpɹɛsɪdənt
precedents,ˈpɹɛsədənts
precedes,pɹɪˈsidz
preceding,pɹiˈsidɪŋ
preceed,pɹɪˈsid
preceeding,pɹɪˈsidɪŋ
preceeds,pɹɪˈsidz
precept,ˈpɹiˌsɛpt
precepts,ˈpɹiˌsɛpts
precession,pɹiˈsɛʃən
precht,pɹɛkt
prechter,ˈpɹɛktɚ
prechtl,ˈpɹɛktəl
preciado,pɹɛˈtʃɑdoʊ
precinct,ˈpɹiˌsɪŋkt
precincts,ˈpɹiˌsɪŋkts
precious,ˈpɹɛʃəs
precip,ˈpɹɛsɪp
precipice,ˈpɹɛsəpəs
precipitate,pɹɪˈsɪpɪˌteɪt
precipitated,pɹɪˈsɪpɪˌteɪtɪd
precipitating,pɹɪˈsɪpəˌteɪtɪŋ
precipitation,pɹɪˌsɪpɪˈteɪʃən
precipitous,pɹɪˈsɪpɪtəs
precipitously,ˌpɹiˈsɪpɪtəsli
precis,ˈpɹeɪˌsi
precise,pɹɪˈsaɪs
precisely,pɹɪˈsaɪsli
precision,pɹiˈsɪʒən
preclinical,pɹiˈklɪnɪkəl
preclude,pɹɪˈklud
precluded,pɹɪˈkludɪd
precludes,pɹɪˈkludz
precluding,pɹɪˈkludɪŋ
preclusion,pɹɪˈkluʒən
precocious,pɹɪˈkoʊʃəs
preconceive,ˌpɹikənˈsiv
preconceived,ˌpɹikənˈsivd
preconception,pɹikənˈsɛpʃən
preconceptions,pɹikənˈsɛpʃənz
precondition,ˌpɹikənˈdɪʃən
preconditions,ˌpɹikənˈdɪʃənz
precook,ˈpɹiˈkʊk
precooked,pɹiˈkʊkt
precourt,pɹɪˈkɔɹt
precrash,pɹikˈɹæʃ
precursor,pɹiˈkɝsɚ
precursors,pɹiˈkɝsɚz
predaceous,pɹiˈdeɪʃəs
predate,pɹiˈdeɪt
predated,pɹiˈdeɪtɪd
predates,ˈpɹiˈdeɪts
predation,pɹəˈdeɪʃən
predator,ˈpɹɛdətɚ
predators,ˈpɹɛdətɚz
predatory,ˈpɹɛdəˌtɔɹi
predawn,pɹiˈdɔn
preddy,ˈpɹɛdi
predecessor,ˈpɹɛdəˌsɛsɚ
predecessor's,ˈpɹɛdəˌsɛsɚz
predecessors,ˈpɹɛdəˌsɛsɚz
predecessors',ˌpɹɛdəˈsɛsɚz
predefined,ˌpɹidɪˈfaɪnd
predestination,ˌpɹiˌdɛstəˈneɪʃən
predestine,ˌpɹiˈdɛstən
predestined,ˌpɹiˈdɛstənd
predetermine,ˌpɹidɪˈtɝmən
predetermined,ˌpɹidiˈtɝmɪnd
predicament,pɹɪˈdɪkəmənt
predicaments,pɹɪˈdɪkəmənts
predicate,ˈpɹɛdəˌkeɪt
predicated,ˈpɹɛdəˌkeɪtɪd
predicates,ˈpɹɛdəˌkeɪts
predicating,ˈpɹɛdəˌkeɪtɪŋ
predict,pɹɪˈdɪkt
predictability,pɹɪˌdɪktəˈbɪlɪti
predictable,pɹɪˈdɪktəbəl
predictably,pɹɪˈdɪktəbli
predicted,pɹɪˈdɪktɪd
predicting,pɹɪˈdɪktɪŋ
prediction,pɹiˈdɪkʃən
predictions,pɹiˈdɪkʃənz
predictive,pɹɪˈdɪktɪv
predictor,pɹɪˈdɪktɚ
predictors,pɹɪˈdɪktɚz
predicts,pɹɪˈdɪkts
predilection,ˌpɹɛdəˈlɛkʃən
predilections,ˌpɹɛdəˈlɛkʃənz
predispose,ˌpɹidɪˈspoʊz
predisposed,ˌpɹidɪˈspoʊzd
predisposing,ˌpɹidɪˈspoʊzɪŋ
predisposition,ˌpɹidɪspəˈzɪʃən
predispositions,ˌpɹidɪspəˈzɪʃənz
predmore,ˈpɹɛdmɔɹ
predominance,pɹɪˈdɑmənəns
predominant,pɹɪˈdɑmənənt
predominantly,ˌpɹɪˈdɑmənəntˌli
predominate,pɹɪˈdɑməˌneɪt
predominated,pɹɪˈdɑməˌneɪtɪd
predominately,ˌpɹɪˈdɑmənəntˌli
predominates,pɹɪˈdɑməˌneɪts
predominating,pɹɪˈdɑməˌneɪtɪŋ
pree,pɹi
preece,pɹis
preelection,pɹiɪˈlɛkʃən
preeminence,pɹiˈɛmənəns
preeminent,pɹiˈɛmənənt
preempt,ˈpɹiˌɛmpt
preempted,pɹiˈɛmptɪd
preempting,pɹiˈɛmptɪŋ
preemption,ˌpɹiˈɛmpʃən
preemptive,pɹiˈɛmptɪv
preemptively,pɹiˈɛmptɪvli
preempts,ˈpɹiˌɛmpts
preen,pɹin
preened,pɹind
preening,ˈpɹinɪŋ
preexist,ˈpɹiɪɡˈzɪst
preexisted,ˈpɹiɪɡˈzɪstɪd
preexisting,ˈpɹiɪɡˈzɪstɪŋ
preexists,ˈpɹiɪɡˈzɪsts
prefab,ˈpɹiˈfæb
prefabricate,pɹiˈfæbɹɪˌkeɪt
prefabricated,pɹiˈfæbɹɪˌkeɪtɪd
prefabrication,ˌpɹiˌfæbɹəˈkeɪʃən
prefabs,ˈpɹiˈfæbz
preface,ˈpɹɛfəs
prefaced,ˈpɹɛfəst
prefect,ˈpɹiˌfɛkt
prefectural,pɹiˈfɛktʃɚəl
prefecture,ˈpɹiˌfɛktʃɚ
prefer,pɹəˈfɝ
preferable,ˈpɹɛfɚəbəl
preferably,ˈpɹɛfɚəbli
prefered,pɹɪˈfɝd
preference,ˈpɹɛfɚəns
preferenced,ˈpɹɛfɚənst
preferences,ˈpɹɛfɚənsɪz
preferential,ˌpɹɛfɚˈɛnʃəl
preferentially,ˌpɹɛfɚˈɛnʃəli
preferred,pɹəˈfɝd
preferreds,pɹiˈfɝədz
preferring,pɹɪˈfɝɪŋ
prefers,pɹəˈfɝz
prefix,ˈpɹifɪks
prefrontal,pɹifˈɹʌntəl
pregler,ˈpɹɛɡlɚ
pregnancies,ˈpɹɛɡnənsiz
pregnancy,ˈpɹɛɡnənsi
pregnant,ˈpɹɛɡnənt
prego,ˈpɹeɪɡoʊ
preheim,ˈpɹɛhaɪm
prehistoric,ˌpɹihɪˈstɔɹɪk
prehn,pɹɛn
preholiday,ˌpɹiˈhɔlɪdeɪ
preignition,ˌpɹiəɡˈnɪʃən
preis,pɹiz
preiser,ˈpɹaɪsɚ
preisig,ˈpɹaɪzɪɡ
preisler,ˈpɹaɪsəlɚ
preiss,pɹaɪs
prejean,ˌpɹiˈdʒin
prejudge,pɹiˈdʒʌdʒ
prejudged,pɹiˈdʒʌdʒd
prejudgment,pɹiˈdʒʌdʒmənt
prejudice,ˈpɹɛdʒədɪs
prejudiced,ˈpɹɛdʒədəst
prejudices,ˈpɹɛdʒədɪsɪz
prejudicial,ˌpɹɛdʒəˈdɪʃəl
prejudicing,ˈpɹɛdʒədɪsɪŋ
prekindergarten,pɹiˈkɪndɚˌɡɑdən
prelate,ˈpɹɛlɪt
prelates,ˈpɹɛlɪts
prelim,pɹɪˈlɪm
preliminaries,pɹɪˈlɪməˌnɛɹiz
preliminarily,pɹɪˌlɪməˈnɛɹɪli
preliminary,pɹɪˈlɪməˌnɛɹi
prelims,ˈpɹiˌlɪmz
prell,pɹɛl
prellwitz,ˈpɹɛlwɪts
prelude,ˈpɹeɪˌlud
preludes,ˈpɹeɪˌludz
prem,pɹɛm
premadasa,ˌpɹiməˈdɑsə
premarin,ˈpɹɛmɚɪn
premarital,pɹiˈmɛɹətəl
premark,pɹiˈmɑɹk
premarket,ˈpɹiˈmɑɹkət
premature,ˌpɹiməˈtʃʊɹ
prematurely,ˌpɹiməˈtʃʊɹli
premeditate,pɹiˈmɛdəˌteɪt
premeditated,pɹiˈmɛdəˌteɪtɪd
premeditation,pɹiˌmɛdəˈteɪʃən
premier,pɹɛˈmɪɹ
premier's,pɹɛˈmɪɹz
premiere,pɹɛˈmɪɹ
premiered,pɹɛˈmɪɹd
premieres,pɹɛˈmɪɹz
premiering,pɹɛˈmɪɹɪŋ
premiers,pɹɛˈmɪɹz
premiership,pɹɛˈmɪɹˌʃɪp
premise,ˈpɹɛmɪs
premised,ˈpɹɛməst
premises,ˈpɹɛməsəz
premium,ˈpɹimiəm
premiums,ˈpɹimiəmz
premo,ˈpɹɛmoʊ
premodern,pɹiˈmɔdɚn
premonition,pɹɛməˈnɪʃən
premonitions,pɹɛməˈnɪʃənz
premonitory,pɹəˈmʌnətɚi
prenatal,pɹiˈneɪtəl
prendergast,ˈpɹɛndɚˌɡæst
prenger,ˈpɹɛndʒɚ
prenn,pɹɛn
prensa,ˈpɹɛnsə
prentice,ˈpɹɛntɪs
prentiss,ˈpɹɛntɪs
prentnieks,ˈpɹɛntniˌɛks
prenuptial,pɹiˈnʌpʃəl
preoccupation,pɹiˌɑkjəˈpeɪʃən
preoccupations,pɹiˌɑkjəˈpeɪʃənz
preoccupied,pɹiˈɑkjəˌpaɪd
preoccupies,pɹiˈɑkjəˌpaɪz
preoccupy,pɹiˈɑkjəˌpaɪ
preoperative,ˌpɹiˈɔpəɹətɪv
preordain,ˌpɹiɔɹˈdeɪn
preordained,ˌpɹiɔɹˈdeɪnd
preordered,ˌpɹiɔɹdɚd
preorders,ˌpɹiˈɔɹdɚz
prep,pɹɛp
prepackage,pɹiˈpækədʒ
prepackaged,pɹiˈpækədʒd
prepaid,pɹiˈpeɪd
preparation,ˌpɹɛpɚˈeɪʃən
preparations,ˌpɹɛpɚˈeɪʃənz
preparatory,pɹɪˈpɛɹəˌtɔɹi
prepare,pɹiˈpɛɹ
prepared,pɹiˈpɛɹd
preparedness,pɹiˈpɛɹədnəs
preparer,pɹiˈpɛɹɚ
preparers,pɹiˈpɛɹɚz
prepares,pɹiˈpɛɹz
preparing,pɹiˈpɛɹɪŋ
prepay,pɹiˈpeɪ
prepaying,pɹiˈpeɪɪŋ
prepayment,pɹiˈpeɪmənt
prepayments,pɹiˈpeɪmənts
preplanning,pɹiˈplænɪŋ
preponderance,pɹiˈpɑndɹəns
preposterous,pɹɪˈpɑstɚəs
prepped,pɹɛpt
preppie,ˈpɹɛpi
prepping,ˈpɹɛpɪŋ
preppy,ˈpɹɛpi
prepuce,ˈpɹɛˌpjus
prequel,ˈpɹikwɛl
prerecord,ˌpɹiɹiˈkɔɹd
prerecorded,ˌpɹiɹiˈkɔɹdɪd
prerequisite,pɹiˈɹɛkwəzət
prerequisites,pɹiˈɹɛkwəzəts
prerogative,pɹɪˈɹɑɡətɪv
prerogatives,pɹɪˈɹɑɡətɪvz
pres,pɹɛz
presage,ˈpɹɛsɪdʒ
presaged,ˈpɹɛsɪdʒd
presages,ˈpɹɛsɪdʒɪz
presaging,ˈpɹɛsɪdʒɪŋ
presale,ˈpɹiˌseɪl
presario,pɹɪˈsɑɹiˌoʊ
presby,ˈpɹɛsbi
presbyterian,ˌpɹɛsbɪˈtɪɹiən
presbyterians,ˌpɹɛsbɪˈtɪɹiənz
preschel,ˈpɹɛʃəl
prescher,ˈpɹɛʃɚ
preschool,pɹiˈskul
preschooler,ˈpɹiˌskulɚ
preschoolers,ˈpɹiˌskulɚz
preschools,pɹiˈskulz
prescience,ˈpɹiʃiəns
prescient,ˈpɹɛsiənt
prescot,ˈpɹɛskət
prescott,ˈpɹɛskɑt
prescribe,pɹəskˈɹaɪb
prescribed,pɹiskˈɹaɪbd
prescriber,pɹiskˈɹaɪbɚ
prescribers,pɹiskˈɹaɪbɚz
prescribes,pɹiskˈɹaɪbz
prescribing,pɹiskˈɹaɪbɪŋ
prescription,pɹəskˈɹɪpʃən
prescriptions,pɹəskˈɹɪpʃənz
preseason,ˌpɹiˈsizən
presence,ˈpɹɛzəns
presences,ˈpɹɛzənsɪz
present,ˈpɹɛzənt
presentable,pɹəˈzɛntəbəl
presentation,ˌpɹɛzənˈteɪʃən
presentations,ˌpɹɛzənˈteɪʃənz
presented,pɹiˈzɛntɪd
presenter,ˈpɹɛzəntɚ
presenters,ˈpɹɛzəntɚz
presenting,pɹɪˈzɛntɪŋ
presently,ˈpɹɛzəntli
presentment,pɹiˈzɛntmənt
presents,ˈpɹɛzənts
preservation,ˌpɹɛzɚˈveɪʃən
preservationist,ˌpɹɛzɚˈveɪʃənɪst
preservationists,ˌpɹɛzɚˈveɪʃənɪsts
preservative,pɹiˈzɝvətɪv
preservatives,pɹəˈzɝvətɪvz
preserve,pɹəˈzɝv
preserved,pɹəˈzɝvd
preserver,pɹiˈzɝvɚ
preservers,pɹiˈzɝvɚz
preserves,pɹəˈzɝvz
preserving,pɹəˈzɝvɪŋ
preset,pɹiˈsɛt
preside,pɹɪˈzaɪd
presided,pɹɪˈzaɪdɪd
presidencies,ˈpɹɛzədənsiz
presidency,ˈpɹɛzədənsi
presidency's,ˈpɹɛzədənsiz
president,ˈpɹɛzəˌdɛnt
president's,ˈpɹɛzɪdənts
presidential,ˌpɹɛzəˈdɛnʃəl
presidential's,ˌpɹɛzəˈdɛnʃəlz
presidentialist,ˌpɹɛzəˈdɛnʃəlɪst
presidentially,ˌpɹɛsɪˈdɛnʃəli
presidents,ˈpɹɛzəˌdɛnts
presidents',ˈpɹɛzɪdənts
presides,pɹɪˈzaɪdz
presiding,pɹɪˈzaɪdɪŋ
presidio,pɹɪˈsɪdiˌoʊ
presidium,pɹɪˈsɪdiəm
preslar,pɹɪˈslɑɹ
presler,ˈpɹɛsəlɚ
presley,ˈpɹɛsli
presley's,ˈpɹɛsliz
presnall,ˈpɹɛsnəl
presnell,ˈpɹɛsnəl
presplit,ˈpɹiˈsplɪt
presque-isle,ˈpɹɛskaɪl
press,pɹɛs
press',pɹɛs
press's,ˈpɹɛsɪz
pressboard,ˈpɹɛsˌbɔɹd
pressburger,ˈpɹɛsbɚɡɚ
presse,pɹɛs
pressed,pɹɛst
pressel,ˈpɹɛsəl
presser,ˈpɹɛsɚ
presser's,ˈpɹɛsɚz
presses,ˈpɹɛsəz
pressey,ˈpɹɛsi
pressing,ˈpɹɛsɪŋ
pressler,ˈpɹɛslɚ
pressley,ˈpɹɛsli
pressly,ˈpɹɛsli
pressman,ˈpɹɛsmən
pressnell,ˈpɹɛsnəl
presson,ˈpɹɛsən
presstek,ˈpɹɛˌstɛk
pressure,ˈpɹɛʃɚ
pressure's,ˈpɹɛʃɚz
pressured,ˈpɹɛʃɚd
pressures,ˈpɹɛʃɚz
pressuring,ˈpɹɛʃɚɪŋ
pressurization,ˌpɹɛʃɚɪˈzeɪʃən
pressurize,ˈpɹɛʃɚˌaɪz
pressurized,ˈpɹɛʃɚˌaɪzd
pressurizes,ˈpɹɛʃɚˌaɪzɪz
pressurizing,ˈpɹɛʃɚˌaɪzɪŋ
presswood,ˈpɹɛˌswʊd
presswoods,ˈpɹɛˌswʊdz
prest,pɹɛst
presta,ˈpɹɛstə
prestage,ˈpɹɛstɪdʒ
prestech,pɹɛˈstɛk
presti,ˈpɹɛsti
prestia,ˈpɹɛstjə
prestidge,ˈpɹɛstɪdʒ
prestidigitation,ˌpɹɛstɪdɪdʒəˈteɪʃən
prestidigitator,ˌpɹɛstɪˈdɪdʒəteɪtɚ
prestidigitators,ˌpɹɛstɪˈdɪdʒəteɪtɚz
prestige,pɹɛˈstiʒ
prestigiacomo,pɹɛˈstidʒəkoʊmoʊ
prestigious,pɹɛˈstɪdʒəs
presto,ˈpɹɛˌstoʊ
preston,ˈpɹɛstən
preston's,ˈpɹɛstənz
prestowitz,ˈpɹɛstəwɪts
prestridge,ˈpɹɛstɹɪdʒ
prestwich,ˈpɹɛstwɪtʃ
prestwood,ˈpɹɛsˌtwʊd
presumably,pɹəˈzuməbli
presume,pɹɪˈzum
presumed,pɹəˈzumd
presumes,pɹəˈzumz
presuming,pɹɪˈzumɪŋ
presumption,pɹɪˈzʌmpʃən
presumptions,pɹɪˈzʌmpʃənz
presumptive,pɹiˈzʌmptɪv
presumptuous,pɹɪˈzʌmptʃəwəs
presuppose,ˌpɹisəˈpoʊz
presupposes,ˌpɹisəˈpoʊzɪz
presupposition,ˌpɹisəpəˈzɪʃən
presutti,pɹɛˈsuti
preszler,ˈpɹɛslɚ
pret,pɹɛt
pretax,ˈpɹiˈtæks
prete,pɹit
preteen,ˌpɹiˈtin
preteens,ˌpɹiˈtinz
pretend,pɹiˈtɛnd
pretended,pɹiˈtɛndɪd
pretender,pɹiˈtɛndɚ
pretenders,pɹiˈtɛndɚz
pretending,pɹiˈtɛndɪŋ
pretends,pɹiˈtɛndz
pretense,pɹiˈtɛns
pretenses,pɹiˈtɛnsɪz
pretension,pɹiˈtɛnʃən
pretensions,pɹəˈtɛnʃənz
pretentious,pɹiˈtɛnʃəs
preterm,ˈpɹitɚm
pretext,ˈpɹiˌtɛkst
pretoria,pɹiˈtɔɹiə
pretoria's,pɹiˈtɔɹiəz
pretrial,pɹitˈɹaɪəl
pretti,ˈpɹɛti
prettier,ˈpɹɪtiɚ
pretties,ˈpɹɪtiz
prettiest,ˈpɹɪtiəst
pretty,ˈpɹɪti
prettyman,ˈpɹɛtimən
pretzel,ˈpɹɛtzəl
pretzels,ˈpɹɛtzəlz
pretzer,ˈpɹɛtzɚ
preuss,pɹus
preussag,ˈpɹusæɡ
preusser,ˈpɹɔɪsɚ
prevail,pɹɪˈveɪl
prevailed,pɹɪˈveɪld
prevailing,pɹɪˈveɪlɪŋ
